src,dst,importance
ONECUT3,CREB3L2,0.2307692307692307
ZNF396,CREB5,0.5384615384615384
ZNF460,CREB5,0.5384615384615384
IKZF2,CREB5,0.5
SP6,CREB5,0.5
ZBTB43,CREB5,0.5
ZKSCAN1,CREB5,0.5
ZNF417,CREB5,0.5
ZNF467,CREB5,0.5
ZFHX3,CREBBP,0.2105263157894736
ATF7IP,CREBBP,0.173076923076923
TLE4,CREBBP,0.1702127659574468
CREM,CREBBP,0.1666666666666666
WBP2,CREBBP,0.1666666666666666
NPAT,CREBBP,0.1568627450980392
RYBP,CREBBP,0.1568627450980392
TRIP4,CREBBP,0.1525423728813559
GTF2IRD2,CREBRF,0.5
GTF2IRD2B,CREBRF,0.5
ZNF441,CREBRF,0.5
FOSL2,CREBRF,0.4705882352941176
ONECUT3,CREBRF,0.4615384615384615
ZNF33B,CREBRF,0.4545454545454545
ZNF594,CREBRF,0.4545454545454545
ZNF672,CREBRF,0.4545454545454545
POU2F1,CREBZF,0.4347826086956521
CEBPD,CREBZF,0.4074074074074074
MAFF,CREBZF,0.3461538461538461
TFDP2,CREBZF,0.3461538461538461
GMEB1,CREBZF,0.3333333333333333
GTF2IRD2,CREBZF,0.3333333333333333
GTF2IRD2B,CREBZF,0.3333333333333333
NFE2,CREBZF,0.3125
CFHR3,CREG1,0.1818181818181818
FCGBP,CREG1,0.1818181818181818
GCA,CREG1,0.1764705882352941
PRSS8,CREG1,0.1764705882352941
TSC22D4,CREG1,0.1666666666666666
ZG16B,CREG1,0.1666666666666666
PROCR,CREG1,0.1578947368421052
ITM2B,CREG1,0.1363636363636363
CABP7,CRELD1,0.2727272727272727
ANKEF1,CRELD1,0.25
C19orf38,CRELD1,0.25
C20orf141,CRELD1,0.25
C2orf82,CRELD1,0.25
CCDC107,CRELD1,0.25
EFCAB12,CRELD1,0.25
EVA1B,CRELD1,0.25
ANKEF1,CRELD2,0.3333333333333333
EFCAB12,CRELD2,0.3333333333333333
FAM184A,CRELD2,0.3333333333333333
MS4A4A,CRELD2,0.3333333333333333
S100A3,CRELD2,0.3
NUCB2,CRELD2,0.2941176470588235
DMKN,CRELD2,0.2857142857142857
HPCAL1,CRELD2,0.2857142857142857
DLX4,CREM,0.4583333333333333
SOHLH1,CREM,0.391304347826087
ZNF124,CREM,0.3809523809523809
ELK3,CREM,0.3793103448275862
IRF2,CREM,0.3793103448275862
ONECUT3,CREM,0.3636363636363636
TGIF1,CREM,0.3636363636363636
ZNF177,CREM,0.3636363636363636
NRG4,CRIM1,0.2666666666666666
CDCP1,CRIM1,0.25
MUC15,CRIM1,0.2307692307692307
TMEM88,CRIM1,0.1764705882352941
ANTXR2,CRIM1,0.1666666666666666
APLP2,CRIM1,0.1666666666666666
NPDC1,CRIM1,0.1666666666666666
SUSD3,CRIM1,0.1666666666666666
S100A1,CRYAB,0.1538461538461538
BIRC7,CRYAB,0.144927536231884
SERPINB9,CRYAB,0.1363636363636363
HSPH1,CRYAB,0.123076923076923
GBP2,CRYAB,0.1212121212121212
PTRF,CRYAB,0.1212121212121212
NOMO2,CRYBG3,0.2
AKAP10,CRYBG3,0.1666666666666666
GCA,CRYL1,0.2
UHRF1BP1L,CRYL1,0.2
CACYBP,CRYL1,0.1578947368421052
TAX1BP1,CRYL1,0.1538461538461538
CA1,CRYL1,0.1428571428571428
HIST1H2BD,CRYL1,0.1428571428571428
PSAT1,CRYL1,0.1428571428571428
SEC14L2,CRYL1,0.1428571428571428
WDR26,CRYM,0.2272727272727272
NIPSNAP3A,CRYM,0.2222222222222222
ABHD14B,CRYM,0.217391304347826
HSPA12A,CRYM,0.2105263157894736
GCA,CRYM,0.2083333333333333
HSPA4,CRYM,0.2083333333333333
ANKRD33,CRYM,0.2
GSTM3,CRYM,0.2
ANKRD28,CRYZL1,0.1666666666666666
C14orf119,CRYZL1,0.1666666666666666
FAM208B,CRYZL1,0.1666666666666666
MAP3K7CL,CRYZL1,0.1666666666666666
SELV,CRYZL1,0.1666666666666666
CMIP,CRYZL1,0.1428571428571428
FAM114A1,CRYZL1,0.1428571428571428
GIGYF1,CRYZL1,0.1428571428571428
HDC,CSAD,0.1666666666666666
PSAT1,CSAD,0.1333333333333333
CLEC11A,CSF2,0.1219512195121951
SIGLEC7,CSF3R,0.25
SIGLEC6,CSF3R,0.217391304347826
PROCR,CSF3R,0.1923076923076923
NRG4,CSF3R,0.1818181818181818
IL32,CSF3R,0.1739130434782608
GYPB,CSF3R,0.1666666666666666
PLXDC1,CSF3R,0.16
CD82,CSF3R,0.1578947368421052
ONECUT3,CSRNP1,0.3888888888888889
ZNF233,CSRNP1,0.35
FOSL2,CSRNP1,0.3478260869565217
CREBRF,CSRNP1,0.3333333333333333
MAFF,CSRNP1,0.3333333333333333
GMEB1,CSRNP1,0.3181818181818182
GABPA,CSRNP1,0.3076923076923077
MYCN,CSRNP1,0.3076923076923077
SECTM1,CST7,0.16
GBP2,CST7,0.1515151515151515
MS4A4A,CST7,0.1428571428571428
RTN3,CST7,0.1428571428571428
CSTA,CST7,0.1379310344827586
NUCB2,CST7,0.1333333333333333
IL32,CST7,0.125
SLC39A7,CST7,0.12
SERPINB8,CSTA,0.2631578947368421
SERPINB9,CSTA,0.2413793103448276
HSPB9,CSTA,0.2352941176470588
NFKBIE,CSTA,0.2352941176470588
CYTIP,CSTA,0.2222222222222222
PTTG1,CSTA,0.217391304347826
NECAB1,CSTA,0.2105263157894736
ANKRD28,CSTA,0.2
FUBP1,CSTF3,0.4166666666666667
NXF3,CSTF3,0.4166666666666667
FYTTD1,CSTF3,0.4
KIAA0907,CSTF3,0.4
ZC3H11A,CSTF3,0.4
R3HDM2,CSTF3,0.375
HNRNPR,CSTF3,0.3571428571428571
SCAF8,CSTF3,0.3529411764705882
MIPOL1,CT45A5,0.4
UHRF1BP1,CT45A5,0.4
C1QTNF6,CT45A5,0.3333333333333333
TNFAIP8L1,CT45A5,0.2857142857142857
ANKRD40,CT45A5,0.25
ANKRD55,CT45A5,0.25
C15orf65,CT45A5,0.25
C16orf87,CT45A5,0.25
TSC22D4,CT64,0.25
ZBTB18,CT64,0.1739130434782608
HBP1,CT64,0.1666666666666666
HIC2,CT64,0.1666666666666666
RUNX1T1,CT64,0.1666666666666666
ZNF233,CT64,0.1578947368421052
SAMD11,CT64,0.1538461538461538
TSC22D1,CT64,0.1538461538461538
FAM184A,CTBS,0.1428571428571428
DMKN,CTBS,0.125
KLF6,CTCFL,0.3666666666666666
HIVEP1,CTCFL,0.3448275862068966
MYCN,CTCFL,0.34375
ZNF233,CTCFL,0.3333333333333333
ZNF34,CTCFL,0.3333333333333333
ZBTB18,CTCFL,0.3225806451612903
GMEB1,CTCFL,0.3103448275862069
DMTF1,CTCFL,0.3076923076923077
FLNB,CTNNA1,0.1475409836065573
TES,CTNNA1,0.14
PPFIBP1,CTNNA1,0.1224489795918367
ADD1,CTNNA1,0.1212121212121212
RANBP10,CTNNA2,0.1923076923076923
ZRANB1,CTNNA2,0.1578947368421052
ZYX,CTNNA2,0.1578947368421052
HDLBP,CTNNA2,0.15625
ADD1,CTNNA2,0.1555555555555555
HSPB9,CTNNA2,0.1538461538461538
CDC42EP1,CTNNA2,0.1515151515151515
CCDC6,CTNNA2,0.1481481481481481
MCC,CTNNBIP1,0.21875
HSPB9,CTNNBIP1,0.2
GRAP2,CTNNBIP1,0.1785714285714285
WDR26,CTNNBIP1,0.1785714285714285
TAX1BP3,CTNNBIP1,0.1764705882352941
ABHD14B,CTNNBIP1,0.1724137931034483
FBXO32,CTNNBIP1,0.1724137931034483
NUFIP2,CTNNBIP1,0.1724137931034483
PHF19,CTR9,0.131578947368421
ZNF217,CTR9,0.125
PRSS8,CTSB,0.1470588235294117
MASP1,CTSB,0.1428571428571428
PROCR,CTSB,0.1388888888888889
SERPINB8,CTSB,0.1212121212121212
SERPINB9,CTSC,0.1875
ITM2B,CTSC,0.1555555555555555
PRSS8,CTSC,0.1463414634146341
GZMB,CTSC,0.1428571428571428
MASP1,CTSC,0.1428571428571428
FTL,CTSC,0.1276595744680851
CCDC92,CTSC,0.125
CAND1,CTSC,0.1224489795918367
PRSS8,CTSD,0.1666666666666666
MASP1,CTSD,0.1612903225806451
ITM2B,CTSD,0.1428571428571428
SERPINB8,CTSD,0.1379310344827586
CASP7,CTSD,0.131578947368421
FTH1,CTSD,0.125
PROCR,CTSD,0.1212121212121212
CFHR3,CTSD,0.12
FAM111A,CTSE,0.15
CCDC92,CTSE,0.1333333333333333
CASP7,CTSE,0.125
PRSS8,CTSF,0.2
PDIA6,CTSF,0.1739130434782608
ITM2B,CTSF,0.16
NUCB2,CTSF,0.16
SERPINB8,CTSF,0.1578947368421052
BLVRB,CTSF,0.1428571428571428
SDC3,CTSF,0.1428571428571428
SECTM1,CTSF,0.1428571428571428
MASP1,CTSH,0.1272727272727272
MASP1,CTSK,0.1875
PRSS8,CTSK,0.15625
CASP7,CTSK,0.125
GZMB,CTSK,0.1219512195121951
ITM2B,CTSL,0.1372549019607843
PRSS8,CTSL,0.1276595744680851
SECTM1,CTSL,0.1276595744680851
SERPINB9,CTSL,0.125
PRSS8,CTSO,0.1538461538461538
MASP1,CTSO,0.1481481481481481
RHBDL1,CTSO,0.1363636363636363
IL32,CTSO,0.12
PRSS8,CTSV,0.2105263157894736
MASP1,CTSV,0.2
CLEC11A,CTSV,0.1666666666666666
FAM180B,CTSV,0.1666666666666666
FAM184A,CTSV,0.1666666666666666
IL32,CTSV,0.1666666666666666
C1orf56,CTSV,0.1538461538461538
DMKN,CTSV,0.1538461538461538
PRSS8,CTSZ,0.1935483870967742
FNBP1,CTSZ,0.1818181818181818
PDIA6,CTSZ,0.1764705882352941
ITM2B,CTSZ,0.1666666666666666
PROCR,CTSZ,0.1470588235294117
COTL1,CTSZ,0.1388888888888889
CKAP4,CTSZ,0.1351351351351351
NUCB2,CTSZ,0.1351351351351351
CCDC6,CTTNBP2,0.1333333333333333
CYTIP,CTTNBP2,0.1333333333333333
SH2D2A,CTTNBP2,0.125
BSDC1,CTTNBP2NL,0.25
DNAJC12,CTTNBP2NL,0.25
LRRC39,CTTNBP2NL,0.25
NBPF1,CTTNBP2NL,0.25
TTC17,CTTNBP2NL,0.25
ATXN7L3B,CTTNBP2NL,0.2222222222222222
CBWD3,CTTNBP2NL,0.2222222222222222
GSTCD,CTTNBP2NL,0.2222222222222222
NUCB2,CUBN,0.1842105263157894
GCA,CUBN,0.1764705882352941
S100A3,CUBN,0.1612903225806451
ITM2B,CUBN,0.1538461538461538
FAM129A,CUBN,0.1470588235294117
NBEAL2,CUBN,0.1470588235294117
MARCH2,CUBN,0.1395348837209302
GNPNAT1,CUBN,0.1388888888888889
ANKRD40,CUEDC1,0.5
ANKRD55,CUEDC1,0.5
C15orf65,CUEDC1,0.5
C16orf87,CUEDC1,0.5
C1orf63,CUEDC1,0.5
C20orf195,CUEDC1,0.5
CCDC17,CUEDC1,0.5
CCDC74A,CUEDC1,0.5
FBXL14,CUL5,0.3157894736842105
FBXO27,CUL5,0.238095238095238
FBXO44,CUL5,0.2272727272727272
FBXO32,CUL5,0.1739130434782608
CNOT4,CUL5,0.16
KCTD10,CUL5,0.16
MIB2,CUL5,0.16
CDCA3,CUL5,0.15
FBXO43,CUL9,0.2857142857142857
CNOT4,CUL9,0.2777777777777778
FBXL14,CUL9,0.2666666666666666
LNX1,CUL9,0.2666666666666666
CARS,CUL9,0.25
LIMD2,CUL9,0.25
USP12,CUL9,0.25
TTC3,CUL9,0.2352941176470588
BACH2,CUX1,0.4210526315789473
ELF2,CUX1,0.4117647058823529
DLX4,CUX1,0.4
RHOXF1,CUX1,0.4
IRF2,CUX1,0.375
ZBTB43,CUX1,0.375
SATB1,CUX1,0.3636363636363636
SP4,CUX1,0.3529411764705882
CMTM2,CXCL16,0.2105263157894736
GLIPR1,CXCL16,0.2105263157894736
NRG4,CXCL16,0.1904761904761904
CDCP1,CXCL16,0.1666666666666666
PRSS8,CXCL16,0.1666666666666666
SECTM1,CXCL16,0.1666666666666666
PLP2,CXCL16,0.16
MFSD6,CXCL16,0.1578947368421052
CLEC11A,CXCL3,0.125
TRIM7,CXXC4,0.2307692307692307
TP53TG3C,CXXC4,0.2222222222222222
CXXC5,CXXC4,0.2
FILIP1L,CXXC4,0.2
ZFR,CXXC4,0.2
ZNF638,CXXC4,0.2
ZFAND2A,CXXC4,0.1875
ZCWPW2,CXXC4,0.1818181818181818
MAGEC2,CXXC5,0.3076923076923077
CUX1,CXXC5,0.2941176470588235
PTMA,CXXC5,0.2857142857142857
CYHR1,CXXC5,0.2727272727272727
ANKRD33,CXXC5,0.25
CDCA4,CXXC5,0.25
HSPB9,CXXC5,0.25
MAGED2,CXXC5,0.25
CCDC146,CXorf22,0.5
PPP1R18,CXorf22,0.4285714285714285
BSDC1,CXorf22,0.4
DNAJC12,CXorf22,0.4
NBPF1,CXorf22,0.4
TAGLN,CXorf22,0.375
ATXN7L3B,CXorf22,0.3333333333333333
CBWD3,CXorf22,0.3333333333333333
TMC6,CYBB,0.1739130434782608
MORC4,CYHR1,0.5714285714285714
FSD2,CYHR1,0.5
ZCWPW2,CYHR1,0.5
STH,CYHR1,0.4285714285714285
ANKRD10,CYHR1,0.4
FAM214B,CYHR1,0.4
LENG8,CYHR1,0.4
LYSMD1,CYHR1,0.4
MSMO1,CYP19A1,0.1428571428571428
SLC39A7,CYP19A1,0.1212121212121212
MSMO1,CYP21A2,0.1304347826086956
ETHE1,CYP27A1,0.125
TIMM44,CYP27A1,0.125
FECH,CYP27A1,0.12
MSMO1,CYP3A5,0.1612903225806451
FAXDC2,CYP3A5,0.1333333333333333
CYTH4,CYTH1,0.4705882352941176
DENND2D,CYTH1,0.25
GOLGA4,CYTH1,0.25
RCBTB2,CYTH1,0.25
ARHGEF11,CYTH1,0.2307692307692307
ARFGAP3,CYTH1,0.2272727272727272
ARHGEF12,CYTH1,0.2272727272727272
ARL4A,CYTH1,0.2272727272727272
CYTH1,CYTH4,0.4705882352941176
DENND2D,CYTH4,0.3636363636363636
C10orf76,CYTH4,0.25
RCBTB2,CYTH4,0.25
NUCB2,CYTH4,0.238095238095238
DENND1C,CYTH4,0.2352941176470588
RGS3,CYTH4,0.2352941176470588
CAPNS2,CYTH4,0.2307692307692307
HSPB9,CYTIP,0.4444444444444444
NFKBIE,CYTIP,0.4444444444444444
ANKRD28,CYTIP,0.4285714285714285
FAM208B,CYTIP,0.4285714285714285
CMIP,CYTIP,0.375
FAM114A1,CYTIP,0.375
LIMD2,CYTIP,0.375
NECAB1,CYTIP,0.3636363636363636
CCDC85B,DACT3,0.1764705882352941
TMEM170B,DACT3,0.1538461538461538
TNFAIP8L1,DACT3,0.1538461538461538
CCDC125,DACT3,0.1428571428571428
MCC,DACT3,0.1363636363636363
TAX1BP3,DACT3,0.1304347826086956
FAM83A,DACT3,0.125
LNX1,DACT3,0.125
DDOST,DAD1,0.4545454545454545
OST4,DAD1,0.3125
STT3A,DAD1,0.2857142857142857
MLEC,DAD1,0.2272727272727272
PTDSS1,DAD1,0.1578947368421052
IER3,DAD1,0.15
SRPRB,DAD1,0.1428571428571428
SLC39A7,DAD1,0.1363636363636363
HSPA12A,DAK,0.2666666666666666
HELZ,DAK,0.25
HSPA4,DAK,0.25
RPL37A,DAK,0.2272727272727272
TAX1BP1,DAK,0.2222222222222222
ZNF34,DAK,0.2222222222222222
CDK15,DAK,0.217391304347826
MAP3K7CL,DAK,0.2142857142857142
PIM3,DAPK2,0.3103448275862069
CDK15,DAPK2,0.2666666666666666
CLK3,DAPK2,0.2647058823529412
CDK18,DAPK2,0.2592592592592592
TESK2,DAPK2,0.2424242424242424
RIOK2,DAPK2,0.2285714285714285
SMG1,DAPK2,0.2093023255813953
GADD45B,DAPK2,0.1724137931034483
FARSB,DARS,0.3684210526315789
RPL28,DARS,0.3333333333333333
RPL14,DARS,0.3181818181818182
RPS15A,DARS,0.3181818181818182
IARS,DARS,0.3043478260869565
RPL12,DARS,0.3043478260869565
RPL34,DARS,0.3
RPS26,DARS,0.2916666666666667
TNFAIP8L1,DAZAP2,0.25
CCDC125,DAZAP2,0.2307692307692307
BSDC1,DAZAP2,0.2
DDX39A,DAZAP2,0.2
DNAJC12,DAZAP2,0.2
FAM76B,DAZAP2,0.2
FAM83A,DAZAP2,0.2
LNX1,DAZAP2,0.2
DND1,DAZL,0.4117647058823529
KIAA0907,DAZL,0.3076923076923077
UBAP2,DAZL,0.2857142857142857
TAF15,DAZL,0.2777777777777778
R3HDM2,DAZL,0.2727272727272727
CCNI,DAZL,0.25
CELF5,DAZL,0.25
FUBP1,DAZL,0.25
CYHR1,DBF4,0.2666666666666666
MORC4,DBF4,0.25
CCNDBP1,DBF4,0.2352941176470588
ETAA1,DBF4,0.2
NUFIP2,DBF4,0.2
SNAPC5,DBF4,0.2
UBXN7,DBF4,0.2
ZCWPW2,DBF4,0.2
BZRAP1,DBT,0.1666666666666666
WDR26,DBT,0.1666666666666666
C14orf119,DBT,0.1538461538461538
ETHE1,DBT,0.15
HARS,DBT,0.15
MSRB2,DBT,0.15
ALAS1,DBT,0.1428571428571428
IFIT3,DBT,0.1428571428571428
GYPB,DCBLD2,0.2857142857142857
CD82,DCBLD2,0.25
CEACAM19,DCBLD2,0.25
CLDND1,DCBLD2,0.25
TSPAN31,DCBLD2,0.25
CD37,DCBLD2,0.2222222222222222
GYPC,DCBLD2,0.2222222222222222
SERTAD3,DCBLD2,0.2222222222222222
CABP7,DCHS2,0.3333333333333333
NPDC1,DCHS2,0.2857142857142857
SUSD3,DCHS2,0.2857142857142857
SDK2,DCHS2,0.2727272727272727
CDCP1,DCHS2,0.25
PTPRCAP,DCHS2,0.25
PVRL4,DCHS2,0.2307692307692307
EMP3,DCHS2,0.2222222222222222
SDC3,DCN,0.1379310344827586
MUC15,DCN,0.125
DDX6,DCP1A,0.2424242424242424
IFI35,DCP1A,0.2222222222222222
PSMC2,DCP1A,0.21875
RPL7,DCP1A,0.21875
ABHD14B,DCP1A,0.217391304347826
NUFIP2,DCP1A,0.217391304347826
HELZ,DCP1A,0.2083333333333333
SLBP,DCP1A,0.2068965517241379
DCP1A,DCP2,0.2121212121212121
XRN1,DCP2,0.2105263157894736
CARHSP1,DCP2,0.1923076923076923
BTBD1,DCP2,0.1724137931034483
SMG7,DCP2,0.1724137931034483
TNRC6A,DCP2,0.1724137931034483
DPH1,DCP2,0.1666666666666666
HSPB9,DCP2,0.1666666666666666
CEP170,DCTN3,0.2352941176470588
HMMR,DCTN3,0.2105263157894736
TMEM134,DCTN3,0.2
DOCK6,DCTN3,0.1764705882352941
KLHL6,DCTN3,0.1739130434782608
CENPU,DCTN3,0.1666666666666666
UTP14A,DCTN3,0.1666666666666666
TUBA1A,DCTN3,0.1612903225806451
STH,DCUN1D3,0.1904761904761904
CDK2AP2,DCUN1D3,0.1739130434782608
MAGEA1,DCUN1D3,0.1739130434782608
RANBP10,DCUN1D3,0.1739130434782608
ABTB1,DCUN1D3,0.1666666666666666
UBE4A,DCUN1D3,0.1666666666666666
GRAP2,DCUN1D3,0.16
WDR26,DCUN1D3,0.16
TAX1BP1,DDAH2,0.2105263157894736
C14orf119,DDAH2,0.2
NIPSNAP3A,DDAH2,0.1875
HSPA4,DDAH2,0.1818181818181818
ARGLU1,DDAH2,0.1764705882352941
IFIT3,DDAH2,0.1739130434782608
AKAP10,DDAH2,0.15
IER3,DDAH2,0.15
SOX13,DDIT3,0.1685393258426966
BHLHE40,DDIT3,0.1630434782608695
NFE2,DDIT3,0.1573033707865168
CREBZF,DDIT3,0.1547619047619047
IRF2,DDIT3,0.1511627906976744
MAF,DDIT3,0.1511627906976744
FOXK1,DDIT3,0.146067415730337
IRF1,DDIT3,0.1428571428571428
IFIT3,DDIT4,0.1666666666666666
BZRAP1,DDIT4,0.1428571428571428
WDR26,DDIT4,0.1428571428571428
FBXO32,DDIT4,0.1379310344827586
EGLN3,DDIT4,0.1351351351351351
MSRB2,DDIT4,0.1333333333333333
GZMB,DDIT4,0.131578947368421
C14orf119,DDIT4,0.1304347826086956
DAD1,DDOST,0.4545454545454545
MLEC,DDOST,0.3809523809523809
OST4,DDOST,0.3529411764705882
STT3A,DDOST,0.3181818181818182
GLIPR1,DDOST,0.2777777777777778
CKAP4,DDOST,0.2692307692307692
TMEM50B,DDOST,0.2631578947368421
PLP2,DDOST,0.2608695652173913
PROCR,DDR1,0.1219512195121951
CD82,DDR1,0.1212121212121212
UFM1,DDRGK1,0.2647058823529412
UFL1,DDRGK1,0.2181818181818181
SSR1,DDRGK1,0.1212121212121212
GSTCD,DDTL,0.3333333333333333
CFHR3,DDTL,0.2857142857142857
FCGBP,DDTL,0.2857142857142857
SH3BGRL3,DDTL,0.2857142857142857
SERPINB8,DDTL,0.2727272727272727
GMPPA,DDTL,0.25
HSPA12A,DDTL,0.25
ZG16B,DDTL,0.25
DDX39A,DDX10,0.3125
HSPA4L,DDX10,0.2727272727272727
MDN1,DDX10,0.2666666666666666
R3HDM2,DDX10,0.25
ASCC3,DDX10,0.2105263157894736
PSMC1,DDX10,0.2105263157894736
ATAD2,DDX10,0.2
DDX6,DDX10,0.2
MDN1,DDX17,0.28125
DDX39A,DDX17,0.2647058823529412
ASCC3,DDX17,0.25
HNRNPH1,DDX17,0.2352941176470588
PSMC1,DDX17,0.2162162162162162
IRF9,DDX17,0.2105263157894736
UTP14A,DDX17,0.2
DIS3,DDX17,0.1951219512195122
ASCC3,DDX39A,0.3636363636363636
NXF3,DDX39A,0.3529411764705882
HNRNPH1,DDX39A,0.35
FYTTD1,DDX39A,0.3333333333333333
HELZ2,DDX39A,0.3333333333333333
KIAA0907,DDX39A,0.3333333333333333
NUFIP2,DDX39A,0.3333333333333333
CLK3,DDX39A,0.32
DDX39A,DDX39B,0.4642857142857143
PRPF3,DDX39B,0.2647058823529412
SRSF7,DDX39B,0.2352941176470588
HNRNPH3,DDX39B,0.2258064516129032
SRSF4,DDX39B,0.2121212121212121
NXF1,DDX39B,0.2
NXF3,DDX39B,0.2
SLU7,DDX39B,0.2
DDX6,DDX3X,0.134020618556701
EEF2,DDX3X,0.1326530612244898
DDX39A,DDX46,0.5625
ASCC3,DDX46,0.35
PRPF3,DDX46,0.2857142857142857
PSMC1,DDX46,0.2857142857142857
MDN1,DDX46,0.2777777777777778
HNRNPH1,DDX46,0.2631578947368421
SRSF4,DDX46,0.2631578947368421
CLK3,DDX46,0.25
HNRNPM,DDX5,0.2156862745098039
HNRNPH1,DDX5,0.1956521739130435
DDX39A,DDX5,0.1914893617021276
MDN1,DDX5,0.1739130434782608
ASCC3,DDX5,0.16
PSMC1,DDX5,0.16
RPS8,DDX5,0.1568627450980392
NOVA1,DDX5,0.1538461538461538
DDX39A,DDX6,0.2758620689655172
NUFIP2,DDX6,0.2692307692307692
HELZ,DDX6,0.2592592592592592
PSMC2,DDX6,0.2571428571428571
UBAP2,DDX6,0.25
DCP1A,DDX6,0.2424242424242424
HDLBP,DDX6,0.2413793103448276
NXF1,DDX6,0.2258064516129032
HSPA4L,DDX60L,0.2727272727272727
CBWD3,DDX60L,0.25
DDX39A,DDX60L,0.2352941176470588
ZFR,DDX60L,0.2307692307692307
HSPA12A,DDX60L,0.2
STRBP,DDX60L,0.2
HELZ2,DDX60L,0.1666666666666666
DDX6,DDX60L,0.1538461538461538
HIST1H2BK,DEF6,0.3571428571428571
HIST2H2BE,DEF6,0.2758620689655172
HIST1H2BC,DEF6,0.2666666666666666
HIST1H2BG,DEF6,0.2666666666666666
HERC2,DEF6,0.2647058823529412
ARHGEF11,DEF6,0.25
ARHGEF12,DEF6,0.25
CALCOCO2,DEF6,0.2424242424242424
TMEM106C,DEGS2,0.25
SMIM14,DEGS2,0.2
SSR2,DEGS2,0.2
SSR3,DEGS2,0.2
NOMO2,DEGS2,0.1818181818181818
NOMO3,DEGS2,0.1818181818181818
OST4,DEGS2,0.1818181818181818
SPCS2,DEGS2,0.1818181818181818
DENND2D,DENND1C,0.4545454545454545
HSPB9,DENND1C,0.3076923076923077
ANKRD28,DENND1C,0.2727272727272727
FAM208B,DENND1C,0.2727272727272727
POLR3H,DENND1C,0.2631578947368421
CCDC92,DENND1C,0.25
CLINT1,DENND1C,0.25
CMIP,DENND1C,0.25
DENND2D,DENND2A,0.375
CYTH4,DENND2A,0.2307692307692307
RCBTB2,DENND2A,0.2222222222222222
DENND1C,DENND2A,0.2142857142857142
ARHGEF12,DENND2A,0.2
DOCK6,DENND2A,0.2
TTC17,DENND2A,0.1818181818181818
CYTH1,DENND2A,0.1666666666666666
ANKRD28,DENND2D,0.6
FAM208B,DENND2D,0.6
CMIP,DENND2D,0.5
FAM114A1,DENND2D,0.5
LIMD2,DENND2D,0.5
DENND1C,DENND2D,0.4545454545454545
ARGLU1,DENND2D,0.4285714285714285
RCBTB2,DENND2D,0.4285714285714285
SAMD11,DEPDC1,0.3333333333333333
TSC22D4,DEPDC1,0.3333333333333333
CALML6,DEPDC1,0.3
FAM214B,DEPDC1,0.2857142857142857
LENG8,DEPDC1,0.2857142857142857
PNRC1,DEPDC1,0.2857142857142857
RGS20,DEPDC1,0.2857142857142857
RGS3,DEPDC1,0.2857142857142857
PSMD12,DERA,0.2857142857142857
PSMD11,DERA,0.2727272727272727
ANKRD28,DERA,0.25
FAM208B,DERA,0.25
CAND1,DERA,0.24
CMIP,DERA,0.2307692307692307
FAM114A1,DERA,0.2307692307692307
LIMD2,DERA,0.2307692307692307
SYVN1,DERL2,0.2307692307692307
SEL1L,DERL2,0.2222222222222222
SEC61B,DERL2,0.2068965517241379
SSR1,DERL2,0.1904761904761904
SLC39A7,DERL2,0.16
TSPAN31,DERL2,0.15
MLEC,DERL2,0.1481481481481481
PLP2,DERL2,0.1481481481481481
DERL2,DERL3,0.5
SYVN1,DERL3,0.1428571428571428
SEL1L,DERL3,0.1363636363636363
OST4,DERL3,0.1333333333333333
GSDMA,DFNA5,0.2608695652173913
PMP22,DFNA5,0.2592592592592592
FAM129A,DFNA5,0.217391304347826
EMP3,DFNA5,0.2105263157894736
MFSD6,DFNA5,0.2105263157894736
LGALS8,DFNA5,0.2083333333333333
EMP1,DFNA5,0.2
GLIPR1,DFNA5,0.2
RILPL2,DFNB31,0.1428571428571428
ADCY4,DGKH,0.2
NMRK2,DGKH,0.2
ADAP1,DGKH,0.16
TTC17,DGKH,0.15
MYO1F,DGKH,0.1481481481481481
RUFY1,DGKH,0.1481481481481481
TAX1BP3,DGKH,0.1428571428571428
CARS,DGKH,0.1363636363636363
SMIM14,DHDDS,0.2727272727272727
SSR2,DHDDS,0.2727272727272727
SSR3,DHDDS,0.2727272727272727
SSR1,DHDDS,0.25
TMCC2,DHDDS,0.25
TMEM50B,DHDDS,0.2307692307692307
ZNF843,DHDDS,0.2222222222222222
C14orf1,DHDDS,0.2142857142857142
TIMM44,DHFRL1,0.1304347826086956
ALAS1,DHFRL1,0.125
C14orf119,DHFRL1,0.125
FECH,DHFRL1,0.125
WDR26,DHRS2,0.25
FAM46B,DHRS2,0.238095238095238
ETHE1,DHRS2,0.2272727272727272
HN1,DHRS2,0.2222222222222222
HSPB9,DHRS2,0.2222222222222222
KIAA0907,DHRS2,0.2222222222222222
IFIT3,DHRS2,0.217391304347826
CCNDBP1,DHRS2,0.2105263157894736
NIPSNAP3A,DHRS4,0.15
CRYM,DHRS4,0.1212121212121212
WDR26,DHRS4,0.12
FAM180B,DHRS4L2,0.2
C1orf56,DHRS4L2,0.1666666666666666
CDCP1,DHRS4L2,0.1428571428571428
MUC15,DHRS4L2,0.125
BROX,DHRS7,0.25
HPCAL1,DHRS7,0.25
TMEM106C,DHRS7,0.25
TSPAN31,DHRS7,0.2222222222222222
